date,contracts_settled,contracts_total,pnl_gross,fees_taker,pnl_net,pct_settled
2023-11-17,666131,666131,10055.25,4888.02,5167.23,100.0
2023-11-18,433660,433660,10226.35,874.14,9352.21,100.0
2023-11-19,327123,327123,837.68,856.66,-18.98,100.0
2023-11-20,644697,644697,-5603.12,4446.1,-10049.22,100.0
2023-11-21,680117,680117,-28641.64,5048.52,-33690.16,100.0
2023-11-22,814914,814914,-8540.38,6000.85,-14541.23,100.0
2023-11-23,156782,156786,-4820.98,868.23,-5689.21,100.0
2023-11-24,220446,220446,9373.12,1297.64,8075.48,100.0
2023-11-25,73234,73234,-3355.56,270.49,-3626.05,100.0
2023-11-26,100465,100465,35.24,438.5,-403.26,100.0
2023-11-27,654523,654523,10292.66,4938.57,5354.09,100.0
2023-11-28,822323,822323,44605.72,6014.74,38590.98,100.0
2023-11-29,826818,826896,8136.85,5007.37,3129.48,99.99
2023-11-30,1095167,1095175,4472.41,5824.23,-1351.82,100.0
2023-12-01,765493,765509,-5028.94,6377.09,-11406.03,100.0
2023-12-02,74707,74707,747.52,423.18,324.34,100.0
2023-12-03,94456,94456,-736.32,617.6,-1353.92,100.0
2023-12-04,646961,646972,874.93,4753.12,-3878.19,100.0
2023-12-05,750547,750547,-6718.43,6414.14,-13132.57,100.0
2023-12-06,843028,843028,-12014.73,7318.02,-19332.75,100.0
2023-12-07,523096,523096,1246.5,4198.89,-2952.39,100.0
2023-12-08,772620,772620,16699.81,6886.66,9813.15,100.0
2023-12-09,148696,148696,1978.17,709.41,1268.76,100.0
2023-12-10,87984,87993,1401.75,911.32,490.43,99.99
2023-12-11,591985,592003,-1058.73,5354.41,-6413.14,100.0
2023-12-12,570841,570841,2.48,5118.57,-5116.09,100.0
2023-12-13,1033954,1034006,18273.36,7812.8,10460.56,99.99
2023-12-14,802356,802389,-3413.37,6167.99,-9581.36,100.0
2023-12-15,786362,786362,8644.47,6977.6,1666.87,100.0
2023-12-16,179367,179367,-2643.67,1222.73,-3866.4,100.0
2023-12-17,154251,154252,3469.99,732.73,2737.26,100.0
2023-12-18,467625,467625,-829.92,4037.02,-4866.94,100.0
2023-12-19,502167,502167,20038.04,4740.74,15297.3,100.0
2023-12-20,793553,793555,-15528.14,8077.39,-23605.53,100.0
2023-12-21,588818,588818,3639.08,5715.18,-2076.1,100.0
2023-12-22,580610,580610,3310.04,4605.12,-1295.08,100.0
2023-12-23,44714,44714,-711.7,334.97,-1046.67,100.0
2023-12-24,35308,35309,1447.98,431.49,1016.49,100.0
2023-12-25,116024,116024,-8235.95,707.85,-8943.8,100.0
2023-12-26,384381,384381,-11607.31,3398.36,-15005.67,100.0
2023-12-27,470464,470483,349.64,4324.86,-3975.22,100.0
2023-12-28,369114,370680,6812.74,2590.59,4222.15,99.58
2023-12-29,563773,564901,-7055.53,4603.36,-11658.89,99.8
2023-12-30,287681,288225,3458.7,990.14,2468.56,99.81
2023-12-31,164544,164731,1278.95,552.82,726.13,99.89
2024-01-01,152083,152546,-5576.23,827.27,-6403.5,99.7
2024-01-02,817062,821074,64.98,6397.8,-6332.82,99.51
2024-01-03,947237,947517,19097.79,9040.17,10057.62,99.97
2024-01-04,522935,523084,-13609.8,4238.22,-17848.02,99.97
2024-01-05,846927,847568,-12942.84,8606.15,-21548.99,99.92
2024-01-06,92759,92759,-6688.52,436.53,-7125.05,100.0
2024-01-07,98760,100286,4841.63,963.22,3878.41,98.48
2024-01-08,520817,520901,49266.34,4057.0,45209.34,99.98
2024-01-09,694363,694363,-2844.16,7355.63,-10199.79,100.0
2024-01-10,780539,780563,-3650.09,6653.05,-10303.14,100.0
2024-01-11,1084765,1085022,-7740.35,9768.82,-17509.17,99.98
2024-01-12,838851,838863,-5677.38,8694.41,-14371.79,100.0
2024-01-13,81259,81787,-1806.12,569.01,-2375.13,99.35
2024-01-14,126138,126418,7227.18,845.22,6381.96,99.78
2024-01-15,256083,256083,7738.52,1414.64,6323.88,100.0
2024-01-16,870752,870795,6812.02,9257.4,-2445.38,100.0
2024-01-17,680209,680209,-9380.54,5789.31,-15169.85,100.0
2024-01-18,634390,634430,30831.94,5581.36,25250.58,99.99
2024-01-19,547552,547552,7467.5,4672.52,2794.98,100.0
2024-01-20,274386,274386,3237.96,1163.46,2074.5,100.0
2024-01-21,131165,131165,-4051.16,578.34,-4629.5,100.0
2024-01-22,777673,777673,-18481.3,5104.92,-23586.22,100.0
2024-01-23,622651,622652,-10669.98,3483.54,-14153.52,100.0
2024-01-24,723477,723477,6571.24,3906.52,2664.72,100.0
2024-01-25,769130,769130,-11828.73,4797.9,-16626.63,100.0
2024-01-26,610268,610268,6384.06,3832.1,2551.96,100.0
2024-01-27,100404,100404,5650.48,667.7,4982.78,100.0
2024-01-28,93350,93350,-2653.62,617.13,-3270.75,100.0
2024-01-29,661083,661083,2581.7,4558.17,-1976.47,100.0
2024-01-30,653195,653195,8544.91,4514.62,4030.29,100.0
2024-01-31,1392531,1392543,-45057.86,8881.67,-53939.53,100.0
2024-02-01,998001,998126,-15116.41,5946.77,-21063.18,99.99
2024-02-02,1137465,1137505,4991.66,6118.33,-1126.67,100.0
2024-02-03,74618,74618,-1300.76,676.58,-1977.34,100.0
2024-02-04,277016,277016,2750.06,2187.19,562.87,100.0
2024-02-05,682205,682354,1930.41,4226.91,-2296.5,99.98
2024-02-06,716619,716724,-2103.78,4017.84,-6121.62,99.99
2024-02-07,589130,589130,7411.85,3331.03,4080.82,100.0
2024-02-08,662460,662497,1004.62,3808.48,-2803.86,99.99
2024-02-09,512594,512595,-9165.97,3059.57,-12225.54,100.0
2024-02-10,165239,165306,-13407.71,1112.28,-14519.99,99.96
2024-02-11,97262,97345,3602.37,705.95,2896.42,99.91
2024-02-12,763124,763124,1046.47,4393.2,-3346.73,100.0
2024-02-13,1350709,1350974,34333.73,7728.27,26605.46,99.98
2024-02-14,977448,977679,14622.57,4146.37,10476.2,99.98
2024-02-15,660585,661061,-4917.58,3607.6,-8525.18,99.93
2024-02-16,993565,993581,40.22,5372.43,-5332.21,100.0
2024-02-17,122383,122403,-9375.65,693.81,-10069.46,99.98
2024-02-18,121118,121118,3257.46,856.23,2401.23,100.0
2024-02-19,156486,156507,-698.8,897.24,-1596.04,99.99
2024-02-20,823434,823597,4007.95,4556.38,-548.43,99.98
2024-02-21,828668,828668,6831.39,3996.44,2834.95,100.0
2024-02-22,824423,824423,5946.22,4529.38,1416.84,100.0
2024-02-23,936158,936238,4470.25,5206.79,-736.54,99.99
2024-02-24,155313,155313,-6590.38,1448.48,-8038.86,100.0
2024-02-25,119030,119218,-2411.56,1175.0,-3586.56,99.84
2024-02-26,644364,644500,9862.14,4050.8,5811.34,99.98
2024-02-27,735460,735480,-10228.6,4367.79,-14596.39,100.0
2024-02-28,854389,854499,36.37,4736.07,-4699.7,99.99
2024-02-29,964590,964603,8553.55,5145.5,3408.05,100.0
2024-03-01,803750,803751,18141.99,4612.06,13529.93,100.0
2024-03-02,90884,90896,6559.98,958.9,5601.08,99.99
2024-03-03,135681,135778,8373.64,1017.88,7355.76,99.93
2024-03-04,1049118,1049118,16167.09,6438.91,9728.18,100.0
2024-03-05,1354832,1355268,11900.41,7121.51,4778.9,99.97
2024-03-06,1714705,1714705,-17800.36,8606.94,-26407.3,100.0
2024-03-07,1078320,1078341,-22728.13,5874.54,-28602.67,100.0
2024-03-08,1763142,1763284,14383.95,8986.96,5396.99,99.99
2024-03-09,230988,230988,-19669.24,1879.01,-21548.25,100.0
2024-03-10,361142,361160,15515.46,2740.25,12775.21,100.0
2024-03-11,1671044,1671216,-5237.28,8113.58,-13350.86,99.99
2024-03-12,952973,952973,7184.59,5646.99,1537.6,100.0
2024-03-13,1213862,1214124,18970.95,5304.5,13666.45,99.98
2024-03-14,796735,796826,26914.76,4134.71,22780.05,99.99
2024-03-15,1392839,1392889,-3997.2,6640.07,-10637.27,100.0
2024-03-16,163316,163318,-6635.49,808.97,-7444.46,100.0
2024-03-17,645288,645294,-1279.16,2944.22,-4223.38,100.0
2024-03-18,1853717,1854192,5515.53,8637.45,-3121.92,99.97
2024-03-19,1569251,1569282,-28994.12,8712.16,-37706.28,100.0
2024-03-20,1430507,1430508,-22984.34,9285.53,-32269.87,100.0
2024-03-21,1363733,1363749,-4187.97,9308.65,-13496.62,100.0
2024-03-22,1424828,1424829,8280.12,7749.06,531.06,100.0
2024-03-23,220113,220665,3132.58,1384.71,1747.87,99.75
2024-03-24,274524,274606,18719.47,1965.97,16753.5,99.97
2024-03-25,1266438,1266590,20324.12,6954.97,13369.15,99.99
2024-03-26,1254288,1254398,4011.18,6210.24,-2199.06,99.99
2024-03-27,1420383,1420878,-21834.45,7722.95,-29557.4,99.97
2024-03-28,1097401,1097816,11488.35,6032.67,5455.68,99.96
2024-03-29,277050,277051,-1809.11,1690.4,-3499.51,100.0
2024-03-30,607044,607133,840.99,2572.66,-1731.67,99.99
2024-03-31,757410,757609,-341.99,3476.37,-3818.36,99.97
2024-04-01,1640142,1641073,249.16,7002.47,-6753.31,99.94
2024-04-02,829685,829717,7869.46,5876.73,1992.73,100.0
2024-04-03,1680121,1680445,-18086.56,8849.19,-26935.75,99.98
2024-04-04,2587980,2587982,27304.21,14732.26,12571.95,100.0
2024-04-05,1626838,1629270,33090.18,9114.71,23975.47,99.85
2024-04-06,272156,272208,4903.27,1152.18,3751.09,99.98
2024-04-07,831508,831536,-4810.97,3869.59,-8680.56,100.0
2024-04-08,1252142,1252164,-652.48,4905.59,-5558.07,100.0
2024-04-09,1270541,1270611,24967.73,6487.6,18480.13,99.99
2024-04-10,1581459,1581541,-27240.45,8655.02,-35895.47,99.99
2024-04-11,1053524,1053842,18212.91,5590.38,12622.53,99.97
2024-04-12,1050649,1050793,-30957.58,5924.12,-36881.7,99.99
2024-04-13,114398,114451,-4582.91,739.76,-5322.67,99.95
2024-04-14,421689,421699,62.51,2066.27,-2003.76,100.0
2024-04-15,1519328,1519369,9115.6,6911.91,2203.69,100.0
2024-04-16,1179019,1179174,5724.37,5849.39,-125.02,99.99
2024-04-17,1111696,1111731,10661.43,5367.09,5294.34,100.0
2024-04-18,1059580,1060126,-35234.41,5487.33,-40721.74,99.95
2024-04-19,1140284,1141241,-29197.67,5375.41,-34573.08,99.92
2024-04-20,163040,163090,2620.72,1202.88,1417.84,99.97
2024-04-21,1590214,1590415,-2945.74,5688.89,-8634.63,99.99
2024-04-22,1499028,1499082,-15579.93,7592.43,-23172.36,100.0
2024-04-23,962007,962949,-17253.52,5291.15,-22544.67,99.9
2024-04-24,793432,793709,-20559.14,4936.45,-25495.59,99.97
2024-04-25,876013,876099,-8999.75,5026.75,-14026.5,99.99
2024-04-26,917627,918112,-4724.3,4636.63,-9360.93,99.95
2024-04-27,740306,740581,-12658.16,3341.42,-15999.58,99.96
2024-04-28,346859,347184,-2945.91,1841.04,-4786.95,99.91
2024-04-29,1245667,1245742,-10458.47,6272.33,-16730.8,99.99
2024-04-30,1471611,1471676,-21122.63,7382.14,-28504.77,100.0
2024-05-01,826188,826970,11718.81,4992.35,6726.46,99.91
2024-05-02,882592,882702,-11802.18,4924.18,-16726.36,99.99
2024-05-03,1365102,1365291,-3684.04,8203.54,-11887.58,99.99
2024-05-04,433184,434036,306.5,2066.11,-1759.61,99.8
2024-05-05,643824,643911,-2721.41,3054.0,-5775.41,99.99
2024-05-06,1387823,1388141,-10994.56,5575.97,-16570.53,99.98
2024-05-07,873999,874583,10515.94,4684.04,5831.9,99.93
2024-05-08,826488,827475,-22003.69,4634.29,-26637.98,99.88
2024-05-09,929423,929476,2885.11,4767.24,-1882.13,99.99
2024-05-10,1137014,1137585,-16984.92,6972.09,-23957.01,99.95
2024-05-11,237404,237457,-3292.49,1325.0,-4617.49,99.98
2024-05-12,172876,172891,-1445.23,1053.59,-2498.82,99.99
2024-05-13,1081760,1082652,-2917.36,6592.52,-9509.88,99.92
2024-05-14,2371958,2372101,4793.46,11771.85,-6978.39,99.99
2024-05-15,2449554,2449766,27779.01,10767.08,17011.93,99.99
2024-05-16,1120829,1120942,9962.46,6359.25,3603.21,99.99
2024-05-17,1117042,1117679,-9973.8,6601.46,-16575.26,99.94
2024-05-18,345754,345962,-2615.88,1929.1,-4544.98,99.94
2024-05-19,957213,957213,522.56,4290.69,-3768.13,100.0
2024-05-20,1060387,1060575,6774.87,5803.24,971.63,99.98
2024-05-21,1329243,1329460,13456.71,6856.31,6600.4,99.98
2024-05-22,1037727,1037766,40526.32,5961.12,34565.2,100.0
2024-05-23,856545,856561,17044.85,4771.62,12273.23,100.0
2024-05-24,973747,974446,4634.53,5247.71,-613.18,99.93
2024-05-25,259648,259654,-2221.66,1411.81,-3633.47,100.0
2024-05-26,482838,482838,-1949.43,2225.95,-4175.38,100.0
2024-05-27,135002,135052,5883.65,1052.51,4831.14,99.96
2024-05-28,765920,766369,76677.29,6264.83,70412.46,99.94
2024-05-29,1286788,1287020,-3117.32,6504.96,-9622.28,99.98
2024-05-30,1634718,1634872,-964.27,7408.8,-8373.07,99.99
2024-05-31,1094497,1095225,-38416.03,6014.51,-44430.54,99.93
2024-06-01,166389,166405,-1573.56,1143.34,-2716.9,99.99
2024-06-02,1117630,1117839,879.64,4638.15,-3758.51,99.98
2024-06-03,833622,833720,6566.05,5399.52,1166.53,99.99
2024-06-04,1469306,1469439,31042.55,9427.86,21614.69,99.99
2024-06-05,1393009,1393032,59462.12,7657.18,51804.94,100.0
2024-06-06,959447,960256,19215.03,6696.57,12518.46,99.92
2024-06-07,1257623,1257816,-17744.01,7900.0,-25644.01,99.98
2024-06-08,250124,250167,3666.0,948.95,2717.05,99.98
2024-06-09,897373,897555,-2317.69,3684.03,-6001.72,99.98
2024-06-10,1114845,1115077,6931.27,5936.79,994.48,99.98
2024-06-11,1206705,1206823,92466.32,6448.37,86017.95,99.99
2024-06-12,2368802,2369609,19276.17,13604.72,5671.45,99.97
2024-06-13,1077714,1080433,21632.63,6947.22,14685.41,99.75
2024-06-14,1006436,1006679,6665.13,5990.74,674.39,99.98
2024-06-15,604786,604832,7588.42,2707.74,4880.68,99.99
2024-06-16,1664845,1665419,-7719.92,6390.92,-14110.84,99.97
2024-06-17,980211,980381,-1729.3,5170.17,-6899.47,99.98
2024-06-18,953952,954082,-7846.09,5099.16,-12945.25,99.99
2024-06-19,377876,377988,-479.91,2284.93,-2764.84,99.97
2024-06-20,1445376,1445414,-18835.65,6855.89,-25691.54,100.0
2024-06-21,706751,706751,-1551.06,4262.32,-5813.38,100.0
2024-06-22,165612,165614,6655.85,1000.45,5655.4,100.0
2024-06-23,900555,900876,-2623.11,3385.98,-6009.09,99.96
2024-06-24,722317,722812,-9027.54,4494.65,-13522.19,99.93
2024-06-25,940538,940603,6555.82,4048.78,2507.04,99.99
2024-06-26,935606,935962,-15019.48,6396.96,-21416.44,99.96
2024-06-27,1791839,1792251,-40053.57,12218.09,-52271.66,99.98
2024-06-28,1426407,1426586,-37.61,8790.74,-8828.35,99.99
2024-06-29,585399,585843,818.05,3058.35,-2240.3,99.92
2024-06-30,1278860,1278961,448.53,5666.67,-5218.14,99.99
2024-07-01,1425672,1425699,47212.38,7516.44,39695.94,100.0
2024-07-02,1004878,1005411,6408.2,6677.77,-269.57,99.95
2024-07-03,897624,897980,-25199.52,5597.56,-30797.08,99.96
2024-07-04,369664,370379,-2127.27,1897.63,-4024.9,99.81
2024-07-05,1190935,1191128,-10718.52,6554.7,-17273.22,99.98
2024-07-06,311960,311974,-11063.04,1952.61,-13015.65,100.0
2024-07-07,1509044,1509055,-10279.28,5024.56,-15303.84,100.0
2024-07-08,722915,723019,-12924.72,4748.93,-17673.65,99.99
2024-07-09,850591,850693,2960.98,5802.81,-2841.83,99.99
2024-07-10,778255,778340,45959.46,4761.54,41197.92,99.99
2024-07-11,1411983,1412884,10327.26,10850.74,-523.48,99.94
2024-07-12,1513793,1513805,-47896.46,12628.13,-60524.59,100.0
2024-07-13,160827,161058,-13872.73,1396.98,-15269.71,99.86
2024-07-14,1173137,1173172,-5067.06,3507.94,-8575.0,100.0
2024-07-15,1509672,1509847,6725.15,9373.67,-2648.52,99.99
2024-07-16,988830,989157,1208.31,5942.02,-4733.71,99.97
2024-07-17,1050119,1050526,-5561.0,5616.79,-11177.79,99.96
2024-07-18,976137,977011,8699.44,5006.54,3692.9,99.91
2024-07-19,838655,838926,-1088.39,5480.54,-6568.93,99.97
2024-07-20,102587,102601,-3002.61,913.65,-3916.26,99.99
2024-07-21,707740,708121,-5863.26,3212.23,-9075.49,99.95
2024-07-22,1311115,1312584,-33010.11,6869.7,-39879.81,99.89
2024-07-23,1250115,1250340,-6485.04,7830.84,-14315.88,99.98
2024-07-24,925531,925751,-14033.61,5064.98,-19098.59,99.98
2024-07-25,1201940,1202065,-2580.03,7631.7,-10211.73,99.99
2024-07-26,1075119,1075159,8999.22,6740.82,2258.4,100.0
2024-07-27,151197,151700,1506.83,1101.14,405.69,99.67
2024-07-28,142600,143652,-8490.69,1119.54,-9610.23,99.27
2024-07-29,742812,743178,19489.25,5638.03,13851.22,99.95
2024-07-30,1200977,1201029,42306.14,7091.04,35215.1,100.0
2024-07-31,1445509,1445539,4038.28,8482.13,-4443.85,100.0
2024-08-01,1578881,1579212,-19975.41,9090.61,-29066.02,99.98
2024-08-02,1667880,1667897,14031.88,11851.37,2180.51,100.0
2024-08-03,235097,235713,1858.21,1843.82,14.39,99.74
2024-08-04,258992,261346,-402.09,1379.09,-1781.18,99.1
2024-08-05,1404606,1404874,-2782.28,8827.12,-11609.4,99.98
2024-08-06,1147003,1147337,-33020.52,6875.86,-39896.38,99.97
2024-08-07,1003791,1004835,1159.2,6255.12,-5095.92,99.9
2024-08-08,1154716,1154993,-6693.3,8531.7,-15225.0,99.98
2024-08-09,990170,990262,-37355.48,6787.27,-44142.75,99.99
2024-08-10,125557,125568,-4169.33,1135.37,-5304.7,99.99
2024-08-11,97422,97439,2555.68,890.75,1664.93,99.98
2024-08-12,801366,801489,-11663.42,6498.5,-18161.92,99.98
2024-08-13,1249285,1249472,-18130.71,9340.44,-27471.15,99.99
2024-08-14,1489426,1489468,-37173.34,10236.89,-47410.23,100.0
2024-08-15,1298237,1299607,-11453.76,9324.73,-20778.49,99.89
2024-08-16,744626,744976,17506.88,5205.86,12301.02,99.95
2024-08-17,170923,171043,-1859.05,1226.5,-3085.55,99.93
2024-08-18,120616,120659,618.9,971.89,-352.99,99.96
2024-08-19,992926,993327,47549.7,6338.09,41211.61,99.96
2024-08-20,683583,684194,15032.78,4223.67,10809.11,99.91
2024-08-21,867395,867852,6305.25,5413.15,892.1,99.95
2024-08-22,823077,825055,-68381.94,4596.42,-72978.36,99.76
2024-08-23,1007272,1007588,-22631.19,5861.25,-28492.44,99.97
2024-08-24,132531,132591,3206.82,1062.83,2143.99,99.95
2024-08-25,112104,112316,-3361.22,1072.98,-4434.2,99.81
2024-08-26,684425,684864,-3443.5,4057.35,-7500.85,99.94
2024-08-27,774331,774467,25016.81,5200.57,19816.24,99.98
2024-08-28,824437,824776,43074.97,5731.59,37343.38,99.96
2024-08-29,998380,998426,-38099.68,6423.16,-44522.84,100.0
2024-08-30,609881,609934,-266.37,4373.07,-4639.44,99.99
2024-08-31,104855,105027,-2827.28,978.19,-3805.47,99.84
2024-09-01,89249,89283,9617.05,908.66,8708.39,99.96
2024-09-02,86892,86948,943.79,892.3,51.49,99.94
2024-09-03,847211,847252,24671.5,5562.01,19109.49,100.0
2024-09-04,962454,962511,-13832.6,6647.38,-20479.98,99.99
2024-09-05,740989,741070,-31111.76,5055.05,-36166.81,99.99
2024-09-06,1416432,1416522,-64986.43,11101.02,-76087.45,99.99
2024-09-07,118027,118187,-2287.37,1133.9,-3421.27,99.86
2024-09-08,186561,186653,13588.54,1939.27,11649.27,99.95
2024-09-09,741429,741554,20128.03,4665.73,15462.3,99.98
2024-09-10,960554,961223,-7968.4,5482.26,-13450.66,99.93
2024-09-11,1185245,1185375,-55850.66,7549.03,-63399.69,99.99
2024-09-12,1468963,1470288,51165.41,11339.28,39826.13,99.91
2024-09-13,1144501,1144607,-38212.52,10598.59,-48811.11,99.99
2024-09-14,241312,241362,-16807.83,1483.26,-18291.09,99.98
2024-09-15,140661,142067,7952.27,1435.75,6516.52,99.01
2024-09-16,841806,842469,-2990.09,8388.37,-11378.46,99.92
2024-09-17,1005261,1005439,-50312.58,7270.21,-57582.79,99.98
2024-09-18,1958426,1958545,-60041.29,14552.16,-74593.45,99.99
2024-09-19,798064,798990,-3979.13,6528.44,-10507.57,99.88
2024-09-20,808491,808630,4366.86,6063.95,-1697.09,99.98
2024-09-21,208888,209125,-17.83,2084.86,-2102.69,99.89
2024-09-22,136951,137001,5323.2,1291.36,4031.84,99.96
2024-09-23,504498,504805,14596.63,3804.04,10792.59,99.94
2024-09-24,711929,712251,-37309.99,5357.37,-42667.36,99.95
2024-09-25,928990,929070,2463.31,6678.46,-4215.15,99.99
2024-09-26,899509,900161,11582.07,5493.14,6088.93,99.93
2024-09-27,1102777,1102952,43167.64,8287.72,34879.92,99.98
2024-09-28,86061,86189,-6010.24,846.72,-6856.96,99.85
2024-09-29,76525,76535,-7994.6,706.4,-8701.0,99.99
2024-09-30,1073333,1073650,-13384.32,7469.88,-20854.2,99.97
2024-10-01,926970,927381,-7629.81,5409.09,-13038.9,99.96
2024-10-02,1043913,1044141,-7900.51,6526.86,-14427.37,99.98
2024-10-03,703550,704463,-32118.69,5149.73,-37268.42,99.87
2024-10-04,1196367,1197001,-113686.46,5881.65,-119568.11,99.95
2024-10-05,167028,167357,-14844.73,977.77,-15822.5,99.8
2024-10-06,176326,176389,-6391.17,996.46,-7387.63,99.96
2024-10-07,1506493,1506645,-58538.77,8857.18,-67395.95,99.99
2024-10-08,1748151,1749549,112834.98,9135.28,103699.7,99.92
2024-10-09,2487134,2487557,-218946.2,11002.6,-229948.8,99.98
2024-10-10,2923219,2923658,341645.87,11828.4,329817.47,99.98
2024-10-11,3112986,3114107,236973.66,16383.93,220589.73,99.96
2024-10-12,987864,988474,-11530.17,7819.91,-19350.08,99.94
2024-10-13,969422,970148,8334.16,5444.87,2889.29,99.93
2024-10-14,1884398,1885287,290343.74,14478.89,275864.85,99.95
2024-10-15,9759957,9760859,-332062.05,34144.0,-366206.05,99.99
2024-10-16,7838511,7839381,-133968.35,31671.0,-165639.35,99.99
2024-10-17,10775385,10775917,396181.41,48143.44,348037.97,100.0
2024-10-18,10599038,10599783,-157557.35,37292.54,-194849.89,99.99
2024-10-19,3424390,3424683,-160020.7,14716.86,-174737.56,99.99
2024-10-20,3150947,3151586,95852.1,11264.8,84587.3,99.98
2024-10-21,16273272,16274855,879324.17,65478.87,813845.3,99.99
2024-10-22,15606997,15608692,465200.78,90126.01,375074.77,99.99
2024-10-23,16135155,16136595,-874092.51,85785.4,-959877.91,99.99
2024-10-24,20009270,20010343,1237835.63,88318.23,1149517.4,99.99
2024-10-25,18524745,18525931,318955.8,87621.54,231334.26,99.99
2024-10-26,6875511,6876900,307040.82,39321.99,267718.83,99.98
2024-10-27,7543480,7543596,118404.74,26127.71,92277.03,100.0
2024-10-28,11639478,11639837,350872.27,52749.3,298122.97,100.0
2024-10-29,26241969,26243329,1289676.22,97829.71,1191846.51,99.99
2024-10-30,25932491,25932899,-1679793.43,149467.2,-1829260.63,100.0
2024-10-31,43787532,49903529,472580.96,185363.99,287216.97,87.74
2024-11-01,49312911,49313189,-3797317.36,251877.03,-4049194.39,100.0
2024-11-02,40586616,40587253,-1469192.26,202353.53,-1671545.79,100.0
2024-11-03,33351519,34644392,171295.21,162303.45,8991.76,96.27
2024-11-04,107001582,107003957,-2360285.5,487492.44,-2847777.94,100.0
2024-11-05,245467821,245472270,-3889245.68,1028320.43,-4917566.11,100.0
2024-11-06,209561015,209645373,-2678771.62,595137.43,-3273909.05,99.96
2024-11-07,76577215,76663470,-1311486.9,307205.54,-1618692.44,99.89
2024-11-08,45989678,46065082,-1015778.69,268076.23,-1283854.92,99.84
2024-11-09,34188340,34221398,-668227.79,170328.87,-838556.66,99.9
2024-11-10,30851544,30888754,-474932.4,166260.13,-641192.53,99.88
2024-11-11,37771201,37801010,-169075.99,207234.58,-376310.57,99.92
2024-11-12,38430979,38474934,-231529.55,241327.38,-472856.93,99.89
2024-11-13,42115847,42171295,-691670.75,229089.67,-920760.42,99.87
2024-11-14,31579152,31626159,-742381.01,199812.67,-942193.68,99.85
2024-11-15,25060728,25105863,192702.35,127992.1,64710.25,99.82
2024-11-16,9653342,9686192,302259.8,66608.11,235651.69,99.66
2024-11-17,16109414,16205540,-489785.86,116269.66,-606055.52,99.41
2024-11-18,28917095,28954908,-781900.51,168737.5,-950638.01,99.87
2024-11-19,25655041,25690936,-18586.68,147480.7,-166067.38,99.86
2024-11-20,17038880,17087322,14685.65,125890.31,-111204.66,99.72
2024-11-21,23736962,23792440,-69751.67,156738.69,-226490.36,99.77
2024-11-22,17541408,17618395,-71692.3,141258.87,-212951.17,99.56
2024-11-23,7423995,7460422,-250326.59,53349.75,-303676.34,99.51
2024-11-24,6528366,6592328,-198546.44,44694.51,-243240.95,99.03
2024-11-25,13701693,13729065,-448699.93,110697.1,-559397.03,99.8
2024-11-26,25087146,25107543,205723.83,124915.14,80808.69,99.92
2024-11-27,10257975,10290713,81395.83,70411.06,10984.77,99.68
2024-11-28,5324834,5338509,-91590.09,30113.18,-121703.27,99.74
2024-11-29,6804685,6821611,112796.01,57719.51,55076.5,99.75
2024-11-30,6639525,6673264,144721.83,56657.13,88064.7,99.49
2024-12-01,5365794,5386133,-77351.71,39058.42,-116410.13,99.62
2024-12-02,9013486,9036703,-24124.18,77172.67,-101296.85,99.74
2024-12-03,18424202,18497743,7894.55,90819.02,-82924.47,99.6
2024-12-04,12535472,12581071,63457.68,94983.88,-31526.2,99.64
2024-12-05,19133381,19158728,180901.81,75878.21,105023.6,99.87
2024-12-06,10576246,10608311,338461.38,84743.64,253717.74,99.7
2024-12-07,4808119,4823453,-53057.21,39500.65,-92557.86,99.68
2024-12-08,4370617,4383246,-9404.22,28789.45,-38193.67,99.71
2024-12-09,9756188,9775870,-38231.48,83398.28,-121629.76,99.8
2024-12-10,7813610,7832756,-63895.64,56611.39,-120507.03,99.76
2024-12-11,9922930,10023586,21339.62,61358.48,-40018.86,99.0
2024-12-12,7827500,7990508,-89891.45,61760.8,-151652.25,97.96
2024-12-13,7484372,7518166,-147241.9,56510.77,-203752.67,99.55
2024-12-14,4583614,4621443,-75610.98,35124.29,-110735.27,99.18
2024-12-15,4529793,4536646,-96386.15,33989.28,-130375.43,99.85
2024-12-16,6324916,6361350,-70303.48,47789.09,-118092.57,99.43
2024-12-17,9566050,9583720,-14506.11,52010.78,-66516.89,99.82
2024-12-18,9267013,9288060,-110062.1,58243.12,-168305.22,99.77
2024-12-19,7450960,7460600,-150770.65,58391.95,-209162.6,99.87
2024-12-20,8546018,8568868,-161638.59,72113.11,-233751.7,99.73
2024-12-21,4101222,4112168,-49533.43,25439.88,-74973.31,99.73
2024-12-22,3568826,3624049,-91389.5,23519.66,-114909.16,98.48
2024-12-23,5678876,5708821,-94700.58,33080.41,-127780.99,99.48
2024-12-24,3706826,3736499,-43239.18,28270.13,-71509.31,99.21
2024-12-25,3417647,3456143,213614.05,21317.39,192296.66,98.89
2024-12-26,4033009,4055746,-7703.41,31737.29,-39440.7,99.44
2024-12-27,4537674,4551912,-104849.84,32711.53,-137561.37,99.69
2024-12-28,2909902,2920304,-83419.54,20381.65,-103801.19,99.64
2024-12-29,3629049,3640372,-9192.98,23253.9,-32446.88,99.69
2024-12-30,4460957,4473170,-84772.2,31082.59,-115854.79,99.73
2024-12-31,7800968,7818218,-6035.41,30139.03,-36174.44,99.78
